columns,,lr_training_r2,lr_rmse,dt_rmse,gbdt_rmse
|['T_CB_new-covid19', 'T_GU_restrictions']|,0.092253717,25548.14464,21708.23404,20595.3952
|['T_GB_covid19-in', 'T_GU_crisis']|,0.204362574,25548.41796,17165.89773,15394.33039
|['G_cough', 'T_GB_cases-of']|,0.296184936,25573.54189,3967.798767,3894.275741
|['T_GB_the-pandemic', 'T_GU_death']|,0.396716872,25640.82688,13950.82245,14519.97511
|['T_GB_the-pandemic', 'T_GU_positive']|,0.280834758,25669.8715,9874.345198,9617.562939
|['T_GB_tested-positive', 'T_GB_the-pandemic']|,0.277452779,25773.55823,22447.33064,22884.39732
|['T_GB_coronavirus-in', 'T_GB_to-wear']|,0.298001467,25797.85584,15453.78948,17328.74618
|['G_virus', 'T_CU_cases']|,0.212426306,25810.87448,22986.35372,25586.07759
|['T_GU_corona', 'T_GU_death']|,0.302520808,25818.63351,23538.25407,22551.80992
|['T_GB_covid19-in', 'T_GU_positive']|,0.220377143,25842.89237,15004.11782,18167.90571
|['G_cough', 'T_GB_social-distancing']|,0.362778352,25843.65599,10404.07295,10392.85262
|['G_cough', 'T_GB_the-virus']|,0.303985445,25870.14324,3928.517999,5386.767216
|['G_cough', 'G_sick']|,0.29122139,25906.6584,21720.26834,17987.66787
|['T_CU_new', 'T_GU_crisis']|,0.191178218,25911.54787,17608.58363,18566.38219
|['T_GB_social-distancing', 'T_GB_to-wear']|,0.30949179,25918.59824,17484.82407,23540.14346
|['T_CB_new-covid19', 'T_CU_cases']|,0.164533846,25957.41849,23291.97013,21096.7569
|['T_CU_cases', 'T_GU_restrictions']|,0.164552158,25960.1542,17777.26613,18671.92591
|['T_CU_pandemic', 'T_GB_covid19-in']|,0.363209982,25963.03822,24060.47333,22905.12426
|['T_GB_coronavirus-in', 'T_GU_positive']|,0.235783342,25963.23716,13004.2212,13509.72724
|['T_GB_a-pandemic', 'T_GB_coronavirus-in']|,0.302811206,25967.51538,13689.90118,15213.64625
|['T_GB_a-pandemic', 'T_GB_social-distancing']|,0.295719364,25974.47413,13295.68062,13544.351
|['T_CU_pandemic', 'T_GB_coronavirus-in']|,0.368131685,25975.08204,17408.64614,19494.56061
|['T_GB_social-distancing', 'T_GB_the-pandemic']|,0.296330702,25987.38836,11703.56335,12059.12674
|['T_GB_coronavirus-in', 'T_GB_covid19-in']|,0.236615584,26012.65253,15308.36608,16520.70876
|['T_GB_to-wear', 'T_GU_positive']|,0.256931553,26018.37617,18422.35627,18693.59504
|['T_CU_new', 'T_GB_the-pandemic']|,0.344450286,26058.34538,18087.1443,18001.07206
|['G_cough', 'G_covid']|,0.286804433,26058.86407,2492.072146,1660.070078
|['T_GB_covid19-in', 'T_GB_tested-positive']|,0.203586485,26114.02852,19654.75184,20393.17096
|['T_CB_new-covid', 'T_GB_covid-19']|,0.306817131,26114.41059,3520.730404,3460.905565
|['T_CU_pandemic', 'T_GB_social-distancing']|,0.359329432,26128.6977,26580.84696,28926.76446
|['G_virus', 'T_GU_death']|,0.30229277,26144.80695,11698.2649,7743.976567
|['T_GB_coronavirus-in', 'T_GB_tested-positive']|,0.22700127,26158.37789,17246.26735,23819.52412
|['T_CU_cases', 'T_CU_corona']|,0.16838241,26161.52479,18830.37426,17674.1128
|['T_GB_to-wear', 'T_GU_death']|,0.367437613,26176.57318,16817.74324,18055.11368
|['T_CU_cases', 'T_GU_corona']|,0.173683027,26194.59674,18293.15208,18451.12132
|['T_GB_a-pandemic', 'T_GB_the-pandemic']|,0.243277571,26203.2527,12025.56828,11331.68854
|['G_flu', 'G_sick']|,0.58273987,26227.08024,18183.59675,14540.27745
|['T_GU_crisis', 'T_GU_death']|,0.276438791,26251.38446,18289.75074,13333.79537
|['T_GB_a-pandemic', 'T_GU_positive']|,0.255449557,26270.91844,18044.68197,19691.56052
|['T_CU_pandemic', 'T_GU_positive']|,0.337078239,26271.60426,16912.76015,21485.23468
|['T_GB_tested-positive', 'T_GU_positive']|,0.185314545,26334.14177,16577.88002,10482.14646
|['T_CB_new-covid', 'T_CB_new-covid19']|,0.065908676,26346.32299,4435.669134,4826.708499
|['T_GB_tested-positive', 'T_GB_to-wear']|,0.238602489,26372.02109,21754.7922,20968.65186
|['G_cough', 'T_GB_the-pandemic']|,0.324694807,26430.99857,13627.8647,12754.04693
|['T_CB_new-covid19', 'T_CU_corona']|,0.067698289,26443.50357,15933.64038,16022.2805
|['T_GB_a-pandemic', 'T_GB_tested-positive']|,0.250353419,26452.09633,16857.0472,20910.3984
|['T_GU_death', 'T_GU_positive']|,0.282499004,26509.6148,17025.76306,17571.492
|['T_GB_a-pandemic', 'T_GU_death']|,0.35561715,26518.15211,11684.34818,11241.0919
|['T_CU_new', 'T_GB_coronavirus-in']|,0.218868495,26536.33217,19649.47703,21650.94866
|['T_CB_new-covid19', 'T_GU_corona']|,0.066017735,26545.06784,2546.128695,2957.502695
|['G_virus', 'T_GU_restrictions']|,0.081455165,26561.19258,15553.05928,14181.11466
|['T_CU_pandemic', 'T_GB_tested-positive']|,0.327133265,26565.73521,24204.72779,23518.54929
|['G_virus', 'T_CB_new-covid19']|,0.069035641,26571.12062,18532.68661,7430.957277
|['T_CU_pandemic', 'T_GU_death']|,0.383120923,26587.80935,26106.17999,21806.78305
|['T_CU_corona', 'T_CU_new']|,0.179848262,26602.13123,13618.55548,14559.20761
|['G_cough', 'T_GB_covid19-in']|,0.296623591,26632.19663,12262.25983,15025.5522
|['G_cough', 'T_GB_coronavirus-in']|,0.295722936,26672.61366,12393.44791,17064.92145
|['G_cough', 'T_GB_to-wear']|,0.319135229,26682.34824,19607.43384,16329.29297
|['T_GB_tested-positive', 'T_GU_death']|,0.277946114,26694.45406,23847.87848,22340.87886
|['T_GB_coronavirus-in', 'T_GU_death']|,0.275724227,26737.70719,13997.33169,14714.72061
|['T_CU_new', 'T_GU_positive']|,0.189769223,26739.58967,15590.06563,15491.88919
|['T_GB_the-pandemic', 'T_GB_to-wear']|,0.235578382,26796.13284,21023.98419,20968.99172
|['T_CB_new-covid', 'T_GB_covid19-in']|,0.176171831,26846.57403,16388.02008,16132.27267
|['G_cough', 'T_CU_pandemic']|,0.34756091,26853.05026,22899.05,27139.12473
|['G_cough', 'T_GU_death']|,0.324618108,26862.41826,16392.30074,15952.05564
|['T_CU_new', 'T_GB_covid19-in']|,0.182625206,26914.49872,18403.38784,18703.67865
|['T_CU_new', 'T_GB_to-wear']|,0.284828421,26915.83712,18922.45211,19526.14935
|['T_GB_covid19-in', 'T_GU_death']|,0.267239198,26921.4334,19302.24316,20810.99007
|['T_CU_pandemic', 'T_GB_the-pandemic']|,0.316995621,26925.07594,12049.58356,11616.2711
|['G_cough', 'T_GU_positive']|,0.287082645,26941.08904,15924.95975,15630.23154
|['G_cough', 'T_GB_a-pandemic']|,0.306707665,26942.76352,11521.72634,11005.03707
|['T_CU_corona', 'T_GU_restrictions']|,0.061577692,26965.87629,17057.93137,15939.26278
|['G_cough', 'T_GB_tested-positive']|,0.287033849,26984.85694,15618.08142,15227.97643
|['T_GU_corona', 'T_GU_restrictions']|,0.063895891,26992.74918,2281.865465,2442.855327
|['T_CU_new', 'T_CU_pandemic']|,0.351759961,27006.90166,25804.00357,26182.79813
|['T_CU_pandemic', 'T_GB_to-wear']|,0.319129409,27008.3733,26225.02525,25260.35001
|['T_CU_new', 'T_GB_a-pandemic']|,0.301686289,27068.59784,17212.52318,16299.84845
|['G_lockdown', 'T_GB_spread-of']|,0.653526475,27115.24471,4056.684566,2285.123134
|['G_cough', 'T_CU_new']|,0.285946851,27185.12153,16064.61919,14569.98236
|['T_CU_pandemic', 'T_GB_a-pandemic']|,0.310710867,27229.38563,17731.34586,16377.36679
|['T_CU_new', 'T_GU_corona']|,0.155769781,27306.63738,18430.51866,18219.8912
|['T_CU_new', 'T_GB_tested-positive']|,0.164607142,27311.56343,21311.86647,21983.377
|['T_CU_new', 'T_GU_death']|,0.260612986,27369.25679,23968.89295,24384.77464
|['G_virus', 'T_CU_corona']|,0.050820658,27411.48272,17876.75452,12324.68846
|['T_GB_a-pandemic', 'T_GB_to-wear']|,0.214441665,27419.84564,19797.21536,21032.09702
|['G_lockdown', 'T_CB_social-distancing']|,0.557741656,27567.86267,3121.457072,2998.858082
|['T_CB_new-covid', 'T_GU_restrictions']|,0.063075567,27597.87006,8076.469211,1888.511452
|['T_CB_new-covid', 'T_GU_crisis']|,0.200901523,27609.13728,8294.24431,9361.368872
|['G_lockdown', 'T_GU_death']|,0.594368558,27687.06443,3995.461994,3706.432449
|['G_virus', 'T_CU_new']|,0.151341075,27690.5243,19674.45665,19282.69298
|['T_CB_new-covid', 'T_GU_death']|,0.260027415,27742.78111,4021.40129,4202.653168
|['G_virus', 'T_GU_corona']|,0.032771712,27981.13262,9722.433937,5653.986341
|['G_lockdown', 'T_GB_covid19-pandemic']|,0.658953505,28083.41379,3243.182246,3234.702948
|['T_CU_corona', 'T_GU_corona']|,0.028476024,28190.09564,1749.076137,1722.754689
|['T_CB_new-covid', 'T_CU_new']|,0.121738553,28426.05475,6295.317557,5008.205311
|['T_CB_new-covid', 'T_CU_cases']|,0.190079157,28560.36021,20200.74503,20134.29786
|['T_CB_new-covid', 'T_CU_corona']|,0.022894947,28767.69365,3412.911135,2674.07377
|['T_CB_new-covid', 'T_GU_corona']|,0.014141683,29159.2045,2283.164617,2273.910849
|['G_lockdown', 'T_CU_pandemic']|,0.542897449,29183.34925,2407.275292,2228.82106
|['G_virus', 'T_CB_new-covid']|,0.004122212,29248.41141,16010.15207,17709.83514
|['G_lockdown', 'G_symptoms']|,0.605114069,30670.21182,2198.221459,1775.122166
|['G_lockdown', 'T_GB_covid-19']|,0.676089694,30845.55296,4268.331784,4215.367895
|['G_lockdown', 'T_GB_coronavirus-in']|,0.546774999,30878.46962,3399.116845,1904.41701
|['G_lockdown', 'T_GB_social-distancing']|,0.539771462,30918.84623,3127.09955,3042.430424
|['G_lockdown', 'T_GB_covid19-in']|,0.574918132,31148.99194,3400.178421,3590.892998
|['G_lockdown', 'T_GB_the-virus']|,0.542002361,31318.81314,3215.197657,3202.152527
|['G_lockdown', 'T_CU_new']|,0.555737215,32113.88238,2794.011912,2897.359728
|['active_cases', 'G_lockdown']|,0.545522479,32468.21273,3496.939347,3496.939347
|['G_cough', 'G_lockdown']|,0.536961504,32608.26655,5146.391566,3726.961227
|['G_lockdown', 'T_GB_tested-positive']|,0.53739069,33933.46915,2823.619073,1936.943162
|['G_lockdown', 'G_sick']|,0.568214955,33978.51369,1749.076137,1827.830555
|['G_lockdown', 'T_GU_crisis']|,0.662106279,35639.13947,3182.209885,3161.660331
|['G_lockdown', 'T_GU_positive']|,0.5356901,36429.41953,2546.128695,2621.792628
|['G_lockdown', 'T_CU_cases']|,0.674498636,37454.82422,1749.076137,1899.945738
|['G_lockdown', 'T_CB_covid19-cases']|,0.640968844,37802.04894,4336.015241,4390.860857
|['G_lockdown', 'T_GB_to-wear']|,0.537073496,38311.97689,2980.92283,2132.728214
|['G_lockdown', 'T_CB_new-covid19']|,0.611911173,39440.66201,3427.956729,3315.74206
|['G_lockdown', 'T_GB_cases-of']|,0.543867332,39988.03215,2499.910265,2501.705376
|['G_lockdown', 'T_CB_new-covid']|,0.561111577,40990.51207,3564.57568,3564.57568
|['G_lockdown', 'T_GB_a-pandemic']|,0.544475166,43097.97826,2901.816656,2985.463326
|['G_lockdown', 'T_CB_wave-of']|,0.683388583,43275.18956,3496.939347,2473.478958
|['G_lockdown', 'T_GU_restrictions']|,0.674950696,44603.89519,2963.317552,2749.645594
|['G_lockdown', 'T_GB_the-pandemic']|,0.545681202,44837.2595,4980.920952,4615.274747
|['G_covid', 'G_lockdown']|,0.548277828,44926.66117,2546.128695,6540.431563
|['G_lockdown', 'T_CU_corona']|,0.723078429,53274.80354,3496.939347,2107.247339
|['G_lockdown', 'T_GU_corona']|,0.75373814,58001.42967,3496.939347,2443.453108
|['G_lockdown', 'G_virus']|,0.791966928,64533.78525,2901.816656,2838.95161
